"Task ID","SUBJECT","MISSION","# OF TASKS","Task Name","Label","Sequence Name","Sequence Number"
34076,"???? ?????","?' ???? ????",72,"I went to a Farbrengen and extended Yom Tov into the week",,,
824602,"???? ?????","????? ?? ???",10,"I went to a seudas Moshiach",,,
807586,"???? ?????","????? ?? ???",39,"I went to a Seudas Moshiach and i ate matza",,,
36965,"???? ?????","?' ???? ????",54,"I went to a Shiur and extended Yom Tov into the week",,,
822626,"???? ?????","? ????""?",10,"I went to shul and davened my shacharis quota nicely",,,
807585,"???? ?????","????? ?? ???",9,"I went to shul and davened Mincha",,,
806242,"???? ?????","? ????""?",36,"I went to shul and Davened Mincha nicely",,,
806189,"???? ?????","?' ????",18,"I went to Shul and Davened my Maariv quota nicely",,,
834472,"???? ?????","?' ??????",20,"I went to shul and davened my marriv quota nicely",,,
834454,"???? ?????","??? ?????",30,"I went to shul and davened my Mincha and Maariv quotas nicely",,,
802696,"???? ?????","??? ???",27,"I went to shul and davened my Mincha quota nicely",,,
34067,"???? ?????","?' ???? ????",72,"I went to Shul and davened my quota of Maariv nicely",,,
839835,"???? ?????","???? ??? ?????",19,"I went to shul and davened my quota of shacaris",,,
839859,"???? ?????","???? ???",19,"I went to shul and davened my quota of shacharis",,,
34045,"???? ?????","??? ?????",90,"I went to Shul and davened my quota of Shacharis nicely",,,
34070,"???? ?????","?' ???? ????",613,"I went to Shul and davened my Shacharis quota nicely",,,
802691,"???? ?????","??? ???",9,"I went to shul and davened my shacharis quota nicely (with out Mizmor Lesoda)",,,
839869,"???? ?????","???? ???",19,"I went to shul and said my quota of Aicho",,,
839870,"???? ?????","???? ???",19,"I went to shul and said my quota of Kinus",,,
34041,"???? ?????","??? ??? ?????",126,"I went to Shul for Kol Nidrei and davened my quota nicely",,,
385727,"???? ?????","Purim Night",81,"I went to Shul for Megillah reading",,,
34074,"???? ?????","?' ???? ????",18,"I went to tashlich",,,
34031,"???? ?????","??? ??? ?????",36,"I went to the Mikva",,,
59183,"???? ?????","??? ??? ?????",9,"I went to the Mikvah",,,
822593,"???? ?????","?' ????",10,"I went under a Tallis by Birchas Kohanim",,,
822544,"???? ?????","?' ????",10,"I went under a Tallis by Birchas Kohanim Birchas Kohanim",,,
834458,"???? ?????","?' ??????",136,"I went under a Tallis for Birchas Kohanim",,,
34053,"???? ?????","??? ?????",28,"I went under a Tallis for Duchening",,,
34059,"???? ?????","?' ???? ????",126,"I wished a friend “Leshona tova tikoseiv visaichosaim”",,,
836763,"???? ?????","???? #4",38,"I wrote a Pan and sent it to the Rebbe, requesting brachos for myself and my family for what we need for the new year",,,
836486,"???? ?????","?' ????",37,"I wrote a pan to the Rebbe",,,
138780,"???? ?????","?' ???",36,"I wrote a Pan to the Rebbe, I made sure it reached the Ohel by Yud Shevat (if you are able to , go to the Ohel yourself)",,,
836754,"???? ?????","?? ????",38,"I wrote an essay about me and Tomchei Temimim, describing what special things my school does as a branch of Tomchei Temimim",,,
802650,"???? ?????","? ????",36,"I wrote or drew something that we do special in out yeshiva because it's a branch of ""Tomchei Temimim""",,,
170111,"???? ?????","???? ????",127,"Iwatched a video of the Rebbe",,,
802706,"???? ?????","??? ?'",98,"Kadesh-I said (or heard) Kiddush",,,
806111,"???? ?????","??? ?'",98,"karpas- i dipped my karpas into salt water",,,
806129,"???? ?????","??? ?'",98,"Korech- I or someone at the seder put some dry Charoses (*The charoses that is on the Kaarah and which has no wine on it.) onto the chazeres (and not the Matza) and then shook it off",,,
96745,"???? ?????","Tes Kislev",37,"Learn a saying from the Mitteler Rebbe",,,
96760,"???? ?????","Yud Tes/Chof kislev",37,"Learn from the Alter Rebbe's Torah, Example: Tanya",,,
138785,"???? ?????","?' ???",36,"Learn something from the Rebbe's Torah (example: part of Basi Lagani)",,,
105884,"???? ?????","Chof Teves",36,"Learn todays Sefer Hamitzvos with your family",,,
105889,"???? ?????","Chof Daled Teves",36,"Learn: Find a sefer from the Alter Rebbe in your house, and learn something from it",,,
96737,"???? ?????","Rosh chodesh Kislev",37,"Learn: Find a Sefer written by the Rebbe in your house (Ex: Hayom Yom, Likutei Sichos, Sichos In English), and learn something from it with your parents",,,
96756,"???? ?????","Yud Tes Kislev",37,"Learn: Find the Posuk ?? ???? in the Tanya (It’s on the first page of today’s Chitas)",,,
105871,"???? ?????","Hey Teves",36,"Learn: Open up a sefer which you have not learnt from before and learn something from it",,,
386074,"???? ?????","?? ???",36,"Listen to the sicha of Tu B'shevat ???""?",,,
806115,"???? ?????","??? ?'",98,"Maggid- I asked the Ma Nishtana",,,
138791,"???? ?????","?' ???",36,"Make Hachloto to strengthen your Ahavas Yisroel",,,
822511,"???? ?????","??? ?'",20,"Marror- I or someone at the seder dipped the marror into some charoses",,,
806125,"???? ?????","??? ?'",78,"Marror- I or someone at the seder put some charoses in the wine that spilled from the Becher",,,
96757,"???? ?????","Yud Tes Kislev",37,"Maseh Bepoel: Check if you have Sefer Maggid Devorov Leyakov in your house, if not encourage your parents to buy it",,,
96761,"???? ?????","Yud Tes/Chof kislev",37,"Maseh Bepoel: Give Tzedakah to Kolel Chabad",,,
96749,"???? ?????","Yud kislev",37,"Maseh Bepoel: Make a Hachlata to learn more Chassidus. Examples: Hayom Yom, Tanya Baal Peh, A Sicho",,,
96753,"???? ?????","Yud Daled Kislev",37,"Maseh Bepoel: Review your Hiskashrus mission and discuss what you do to be connected to the Rebbe, and how you can strengthen it",,,
806122,"???? ?????","??? ?'",98,"matza- I or someone at the seder held the top and middle matza and we made the Brocha Al Achilas Matza",,,
806121,"???? ?????","??? ?'",98,"Motzi- I or someone at the seder held the two whole matzos and the middle one and we made the brocha Hamoitzi",,,
806108,"???? ?????","??? ?'",78,"My Kois was at least the size of a Revi'is",,,
836794,"???? ?????","???? ???",48,"on erev tisha b'av after mincha i ate the seudas hamafsekes, with bread and eggs dipped in ashes as a sign of mourning",,,
431600,"???? ?????","???? ???",45,"Part 1 ???? ??? I shared (or heard) something from the Rebbe's Torah at our Shabbos table",,,
835060,"???? ?????","?? ????",39,"Play the game of the Rebbe's Journey to USA in Hachayol page 24",,,
105886,"???? ?????","Chof Teves",36,"Play the Rambam game in your Hachayol on pages 10 & 11",,,
138796,"???? ?????","?""? ????",36,"Play the zoom out game in you Hachayol on page 14",,,
138792,"???? ?????","?' ???",36,"Read Hachyol pages 6,8,&15",,,
105872,"???? ?????","Hey Teves",36,"Read or Listen to Hachayol pages 6&7",,,
806119,"???? ?????","??? ?'",98,"Rochtzah- I washed my hands at the sink and made the Brocha Al Netilas yodayim",,,
386073,"???? ?????","?? ???",36,"Say Ad Mosai and demand that Moshiach comes right now",,,
138795,"???? ?????","?""? ????",45,"Say the bracha shehecheyanu on a new friut",,,
138786,"???? ?????","?' ???",36,"Share or listen to a story about the Ahavas Yisroel of the Rabbeim",,,
816092,"???? ?????","??? ?'",30,"Shema- I said just the first Parsha before i went to sleep",,,
806133,"???? ?????","??? ?'",98,"Shulchos Oirech- I ate the Yom Tov Seuda and made sure that the Matza didn't touch any liquids",,,
386070,"???? ?????","?? ???",36,"Sign up to the Birthday Club",,,
105888,"???? ?????","Chof Daled Teves",36,"Sing a niggun of the Alter Rebbe (??? ?????)",,,
96752,"???? ?????","Yud Daled Kislev",37,"Sing Meheira Yishama",,,
96739,"???? ?????","Beis kislev",73,"Sing Niggun Didan Natzach",,,
96747,"???? ?????","Yud kislev",74,"Sing Niggun Poda Beshalom",,,
96736,"???? ?????","Rosh chodesh Kislev",37,"Sing Niggun Rosh Chodesh Kislev",,,
96755,"???? ?????","Yud Tes Kislev",37,"Sing Niggun Shlosh Tenuos",,,
138784,"???? ?????","?' ???",36,"Sing the Beinuni Niggun",,,
386030,"???? ?????","? ???",36,"Sing the Benuni Niggun",,,
96744,"???? ?????","Tes Kislev",37,"Sing The Mittler Rebbe’s Kapeliea",,,
105883,"???? ?????","Chof Teves",36,"Sing the niggun Umolo Ha'oretz",,,
802648,"???? ?????","? ????",36,"Sing the Rostover Niggun",,,
105885,"???? ?????","Chof Teves",36,"Strengthen your comitment of learning Sefer Hamitzvos each day",,,
836782,"???? ?????","Nine Days #1",144,"Tefilah: say an extra Kapitel of Tehillim",,,
138798,"???? ?????","?""? ???",36,"Tell or Listen Hachayol 16&17",,,
386069,"???? ?????","?? ???",36,"Tell or listen to the list of Hachlotos that you do on a birthday (Hachayol page 20)",,,
105882,"???? ?????","Chof Teves",36,"Tell or Listen to the takona of Limmud HaRambam (Right)",,,
96743,"???? ?????","Tes Kislev",37,"Tell or Listen to what happened on ?‘ ???? ???""?",,,
835059,"???? ?????","?? ????",39,"Tell or listen to what happened on ?? ???? ??""?",,,
96738,"???? ?????","Beis kislev",37,"Tell or Listen to what happened on ?‘ ???? ???’’?",,,
105869,"???? ?????","Hey Teves",36,"Tell or Listen to what happened on ?' ??? ???""?",,,
386029,"???? ?????","? ???",36,"Tell or Listen to what happened on ? ??? ?'??",,,
96742,"???? ?????","Tes Kislev",37,"Tell or Listen to what happened on ?‘ ???? ???’’?",,,
138783,"???? ?????","?' ???",36,"Tell or Listen to what happened on ?' ???",,,
96746,"???? ?????","Yud kislev",37,"Tell or Listen to what happened on ?‘ ???? ???""?",,,
96754,"???? ?????","Yud Tes Kislev",37,"Tell or Listen to what happened on ?’‘? ???? ???’’?",,,
96750,"???? ?????","Yud Daled Kislev",37,"Tell or Listen to what happened on ?""? ???? ???""?. Tell or Listen to what the Rebbe said on ?’‘? ???? ???’’?",,,
96758,"???? ?????","Yud Tes/Chof kislev",37,"Tell or Listen to what happened on ?""? ???? ???""?",,,
138797,"???? ?????","?""? ???",36,"Tell or Listen to what happened on ?""? ??? ???""?",,,
105887,"???? ?????","Chof Daled Teves",36,"Tell or Listen to what happened on ?? ??? ???""?",,,
386068,"???? ?????","?? ???",36,"Tell or Listen to what happened on ?? ??? ???""?",,,
386072,"???? ?????","?? ???",36,"Tell or listen to what happened on ?? ??? ???""?/?",,,
96735,"???? ?????","Rosh chodesh Kislev",37,"Tell or Listen to what happened on ??? ???? ???? ???’’?",,,
802647,"???? ?????","? ????",36,"Tell or Listen to: 1.what happened on Beis Nissan 2.what was one of the greatest accomplishments of the Rebbe Rashab 3. How would you define a ""Tomim",,,
835058,"???? ?????","?? ????",39,"Tell or listened to what happened on ?? ???? ??""?",,,
836781,"???? ?????","Nine Days #1",125,"Torah: lean something NEW.",,,
839845,"???? ?????","Nine Days #1",19,"Torah: learn something NEW.",,,
836783,"???? ?????","Nine Days #1",144,"Tzedoka: give extra Tzedoka",,,
815960,"???? ?????","??? ?'",40,"Tzofun-I ate a kezayis for the Afiloman in 6-7 minutes and didn't eat of drink anything after Tzofun besides the last two cups.",,,
806134,"???? ?????","??? ?'",38,"Tzofun-I ate a kezayis for the Afiloman while leaning to my left in 6-7 minutes and didn't eat of drink anything after Tzofun besides the last two cups.",,,
822520,"???? ?????","??? ?'",20,"Tzofun-I ate the Afiloman while leaning on my left and didn't eat of drink anything after Tzofun besides the last two cups.",,,
822494,"???? ?????","??? ?'",20,"Urchatz- i washed my hands",,,
815935,"???? ?????","??? ?'",40,"Urchatz- i washed Urchatz at the sink(*not at the table)",,,
806109,"???? ?????","??? ?'",38,"Urchatz- i washed Urchatz at the sink(*not at the table) and did not make a brocha",,,
836786,"???? ?????","Nine Days #1",144,"Vehaishiv Lev Ovios Al Bonim: I completed the above Torah and Tefilah tasks with one of my parents",,,
603857,"???? ?????","???? ??????",30112,"watched a video of the Rebbe",,,
34676,"???? ?????","??? ?????",8,"went under a Tallis for Duchening",,,
806138,"???? ?????","??? ?'",78,"When the door was open for Eliyahu Hanavi I asked Hashem to send Moshiach",,,
96775,"???? ?????","Yud Tes/Chof kislev",37,"Wish everyone in your house a Good Yom Tov and ???? ???? - ?????? ??????? ????? ??????? - ????? ??????",,,
138800,"???? ?????","?""? ???",36,"Write down any friends or relatives who are named after the Rebbetzin.",,,
806113,"???? ?????","??? ?'",98,"Yachatz-I, or someone at the seder broke the middle Matza in two leaving, one piece bigger then the other one. The smaller piece was broken into five pieces and put away for Afikoman.",,,
39281,"???? ?????","?? ??????",18,"?' ?????? I ate and drank everything in a sukkah and said “Leisheiv BaSukkah”",,,
59262,"???? ?????","?? ??????",18,"?' ?????? I ate or drank something in a sukkah",,,
59381,"???? ?????","?? ??????",18,"?' ?????? I ate or drank something in a sukkah and made the blessing of “Leisheiv BaSukkah”",,,
38647,"???? ?????","?? ??????",72,"?' ?????? I ate or drank something in a sukkah and said “Leisheiv BaSukkah”",,,
38659,"???? ?????","?? ??????",90,"?' ?????? I davened my Maariv quota nicely",,,
38657,"???? ?????","?? ??????",90,"?' ?????? I heard Birchas Kohanim",,,
38653,"???? ?????","?? ??????",126,"?' ?????? I helped my mother before or during the meal",,,
38655,"???? ?????","?? ??????",36,"?' ?????? I listened to (part of) Krias HaTorah",,,
41625,"???? ?????","?? ??????",18,"?' ?????? I listened to Krias HaTorah",,,
59274,"???? ?????","?? ??????",18,"?' ?????? I listened to part of the reading of the torah",,,
59393,"???? ?????","?? ??????",18,"?' ?????? I listened to the reading of the torah",,,
39291,"???? ?????","?? ??????",18,"?' ?????? I participated in Simchas Beis Hashoeva",,,
38200,"???? ?????","?? ??????",18,"?' ?????? I participated in Simchas Beis Hashoeva in a Tzniusdike way",,,
59268,"???? ?????","?? ??????",18,"?' ?????? I said a D’var Torah (answered questions or explained my sukkot project) during the holiday meal",,,
38651,"???? ?????","?? ??????",36,"?' ?????? I said a D’var Torah (or answered my questions, explained my sukkos project) during the seuda",,,
59387,"???? ?????","?? ??????",18,"?' ?????? I said a D’var Torah during the holiday meal",,,
38194,"???? ?????","?? ??????",54,"?' ?????? I said a D’var Torah during the seuda",,,
59264,"???? ?????","?? ??????",18,"?' ?????? I went to Shul (& said some of my morning prayers)",,,
39278,"???? ?????","?? ??????",18,"?' ?????? I went to shul and davened my maariv quota nicely",,,
59383,"???? ?????","?? ??????",18,"?' ?????? I went to Shul and davened my Shacharis (morning prayers) quota nicely",,,
38649,"???? ?????","?? ??????",54,"?' ?????? I went to Shul and davened my Shacharis quota nicely",,,
38190,"???? ?????","?? ??????",36,"?' ?????? I went to Shul and davened my Shacharis quota nicely and listened to Krias HaTorah",,,
39285,"???? ?????","?? ??????",36,"?' ?????? I went under a tallis and heard Birchas Kohanim",,,
39359,"???? ?????","?? ??????",17,"?' ?????? I ate and drank everything in a sukkah and said “Leisheiv BaSukkah”",,,
59263,"???? ?????","?? ??????",18,"?' ?????? I ate or drank something in a sukkah",,,
59382,"???? ?????","?? ??????",18,"?' ?????? I ate or drank something in a sukkah and made the blessing of “Leisheiv BaSukkah”",,,
38648,"???? ?????","?? ??????",72,"?' ?????? I ate or drank something in a sukkah and said “Leisheiv BaSukkah”",,,
38660,"???? ?????","?? ??????",90,"?' ?????? I davened my Maariv quota nicely",,,
38658,"???? ?????","?? ??????",90,"?' ?????? I heard Birchas Kohanim",,,
38654,"???? ?????","?? ??????",126,"?' ?????? I helped my mother before or during the meal",,,
38656,"???? ?????","?? ??????",36,"?' ?????? I listened to (part of) Krias HaTorah",,,
41626,"???? ?????","?? ??????",18,"?' ?????? I listened to Krias HaTorah",,,
59275,"???? ?????","?? ??????",18,"?' ?????? I listened to part of the reading of the torah",,,
59394,"???? ?????","?? ??????",18,"?' ?????? I listened to the reading of the torah",,,
41627,"???? ?????","?? ??????",90,"?' ?????? I participated in Simchas Beis Hashoeva",,,
38661,"???? ?????","?? ??????",54,"?' ?????? I participated in Simchas Beis Hashoeva in a Tzniusdike way",,,
59276,"???? ?????","?? ??????",36,"?' ?????? I participated in Simchas Beis Hashoeva or a sukkot party",,,
59395,"???? ?????","?? ??????",36,"?' ?????? I participated in Simchas Beis Hashoeva or sukkot party",,,
59269,"???? ?????","?? ??????",18,"?' ?????? I said a D’var Torah (answered questions or explained my sukkot project) during the holiday meal",,,
38652,"???? ?????","?? ??????",36,"?' ?????? I said a D’var Torah (or answered my questions, explained my sukkos project) during the seuda",,,
59388,"???? ?????","?? ??????",18,"?' ?????? I said a D’var Torah during the holiday meal",,,
38195,"???? ?????","?? ??????",54,"?' ?????? I said a D’var Torah during the seuda",,,
38646,"???? ?????","?? ??????",90,"?' ?????? I shook Lulov and Esrog before eating",,,
59380,"???? ?????","?? ??????",18,"?' ?????? I shook Lulov and Esrog before eating on the second day of Yom Tov",,,
59261,"???? ?????","?? ??????",18,"?' ?????? I shook Lulov and Esrog on the second day of Yom Tov",,,
59265,"???? ?????","?? ??????",18,"?' ?????? I went to Shul (& said some of my morning prayers)",,,
39279,"???? ?????","?? ??????",18,"?' ?????? I went to shul and davened my maariv quota nicely",,,
59384,"???? ?????","?? ??????",18,"?' ?????? I went to Shul and davened my Shacharis (morning prayers) quota nicely",,,
38650,"???? ?????","?? ??????",54,"?' ?????? I went to Shul and davened my Shacharis quota nicely",,,
38191,"???? ?????","?? ??????",36,"?' ?????? I went to Shul and davened my Shacharis quota nicely and listened to Krias HaTorah",,,
39286,"???? ?????","?? ??????",36,"?' ?????? I went under a tallis and heard Birchas Kohanim",,,
39282,"???? ?????","?? ??????",1,"?' ?????? Ie and drank everything in a sukkah and said “Leisheiv BaSukkah”",,,
59294,"???? ?????","??? ????? ?????",36,"?''? ???? I ate a holiday meal",,,
41073,"???? ?????","??? ????? ?????",90,"?''? ???? I ate a seuda and had a re’viis of grape juice",,,
39316,"???? ?????","??? ????? ?????",18,"?''? ???? I ate or drank everything in a sukkah and said “Leisheiv BaSukkah”",,,
59288,"???? ?????","??? ????? ?????",18,"?''? ???? I ate or drank something in a sukkah",,,
59407,"???? ?????","??? ????? ?????",18,"?''? ???? I ate or drank something in a sukkah and made the blessing of ""Leisheiv BaSukkah""",,,
41092,"???? ?????","??? ????? ?????",72,"?''? ???? I ate or drank something in a sukkah and said ""Leisheiv BaSukkah""",,,
41078,"???? ?????","??? ????? ?????",19,"?''? ???? I davened hallel & mussof",,,
40085,"???? ?????","??? ????? ?????",10,"?''? ???? I davened hallel, mussof, Mincha and maariv",,,
40003,"???? ?????","??? ????? ?????",10,"?''? ???? I davened hallel, mussof,Mincha and maariv",,,
41268,"???? ?????","??? ????? ?????",54,"?''? ???? I davened mussof & mincha",,,
59402,"???? ?????","??? ????? ?????",18,"?''? ???? I davened my Shacharis (morning prayers) and hallel quota",,,
41250,"???? ?????","??? ????? ?????",36,"?''? ???? I davened my Shacharis and hallel quota",,,
41060,"???? ?????","??? ????? ?????",17,"?''? ???? I davened my Shacharis quota",,,
39985,"???? ?????","??? ????? ?????",16,"?''? ???? I davened my Shacharis quota that i daven in school",,,
39298,"???? ?????","??? ????? ?????",18,"?''? ???? I davened my Shacharis,hallel,mussof,mincha,and maariv quotas (with a minyan)",,,
59283,"???? ?????","??? ????? ?????",18,"?''? ???? I davened Shacharis (morning prayers)",,,
41088,"???? ?????","??? ????? ?????",72,"?''? ???? I dressed in Yom tov clothing, as befitting Chol Hamoed",,,
41065,"???? ?????","??? ????? ?????",54,"?''? ???? I learned for at least 10 minutes each day",,,
39303,"???? ?????","??? ????? ?????",18,"?''? ???? I learned for at least 15 minutes each day",,,
41517,"???? ?????","??? ????? ?????",54,"?''? ???? I participated in Simchas Beis Hashoeva",,,
41083,"???? ?????","??? ????? ?????",36,"?''? ???? I participated in Simchas Beis Hashoeva in a Tzniusdike way",,,
59304,"???? ?????","??? ????? ?????",18,"?''? ???? I participated in Simchas Beis Hashoeva or a sukkot party",,,
59423,"???? ?????","??? ????? ?????",18,"?''? ???? I participated in Simchas Beis Hashoeva or sukkot party",,,
59278,"???? ?????","??? ????? ?????",18,"?''? ???? I shook Lulov and esrog",,,
41055,"???? ?????","??? ????? ?????",108,"?''? ???? I shook Lulov and esrog before eating",,,
59295,"???? ?????","??? ????? ?????",36,"?''? ???? I ate a holiday meal",,,
41074,"???? ?????","??? ????? ?????",90,"?''? ???? I ate a seuda and had a re’viis of grape juice",,,
39317,"???? ?????","??? ????? ?????",18,"?''? ???? I ate or drank everything in a sukkah and said “Leisheiv BaSukkah”",,,
59289,"???? ?????","??? ????? ?????",18,"?''? ???? I ate or drank something in a sukkah",,,
59408,"???? ?????","??? ????? ?????",18,"?''? ???? I ate or drank something in a sukkah and made the blessing of ""Leisheiv BaSukkah""",,,
41089,"???? ?????","??? ????? ?????",72,"?''? ???? I ate or drank something in a sukkah and said ""Leisheiv BaSukkah""",,,
41079,"???? ?????","??? ????? ?????",18,"?''? ???? I davened hallel & mussof",,,
40086,"???? ?????","??? ????? ?????",10,"?''? ???? I davened hallel, mussof, Mincha and maariv",,,
40004,"???? ?????","??? ????? ?????",10,"?''? ???? I davened hallel, mussof,Mincha and maariv",,,
41269,"???? ?????","??? ????? ?????",54,"?''? ???? I davened mussof & mincha",,,
59403,"???? ?????","??? ????? ?????",18,"?''? ???? I davened my Shacharis (morning prayers) and hallel quota",,,
41251,"???? ?????","??? ????? ?????",36,"?''? ???? I davened my Shacharis and hallel quota",,,
41061,"???? ?????","??? ????? ?????",18,"?''? ???? I davened my Shacharis quota",,,
39986,"???? ?????","??? ????? ?????",16,"?''? ???? I davened my Shacharis quota that i daven in school",,,
39299,"???? ?????","??? ????? ?????",18,"?''? ???? I davened my Shacharis,hallel,mussof,mincha,and maariv quotas (with a minyan)",,,
59284,"???? ?????","??? ????? ?????",18,"?''? ???? I davened Shacharis (morning prayers)",,,
59143,"???? ?????","??? ????? ?????",72,"?''? ???? I dressed in Yom tov clothing, as befitting Chol Hamoed",,,
41066,"???? ?????","??? ????? ?????",54,"?''? ???? I learned for at least 10 minutes each day",,,
39304,"???? ?????","??? ????? ?????",18,"?''? ???? I learned for at least 15 minutes each day",,,
41518,"???? ?????","??? ????? ?????",47,"?''? ???? I participated in Simchas Beis Hashoeva",,,
41084,"???? ?????","??? ????? ?????",36,"?''? ???? I participated in Simchas Beis Hashoeva in a Tzniusdike way",,,
59305,"???? ?????","??? ????? ?????",18,"?''? ???? I participated in Simchas Beis Hashoeva or a sukkot party",,,
59424,"???? ?????","??? ????? ?????",18,"?''? ???? I participated in Simchas Beis Hashoeva or sukkot party",,,
59279,"???? ?????","??? ????? ?????",18,"?''? ???? I shook Lulov and esrog",,,
41056,"???? ?????","??? ????? ?????",108,"?''? ???? I shook Lulov and esrog before eating",,,
39322,"???? ?????","??? ????? ?????",7,"?''? ???? II participated in Simchas Beis Hashoeva",,,
59296,"???? ?????","??? ????? ?????",36,"?''? ???? I ate a holiday meal",,,
41075,"???? ?????","??? ????? ?????",90,"?''? ???? I ate a seuda and had a re’viis of grape juice",,,
39318,"???? ?????","??? ????? ?????",18,"?''? ???? I ate or drank everything in a sukkah and said “Leisheiv BaSukkah”",,,
59290,"???? ?????","??? ????? ?????",18,"?''? ???? I ate or drank something in a sukkah",,,
59409,"???? ?????","??? ????? ?????",18,"?''? ???? I ate or drank something in a sukkah and made the blessing of ""Leisheiv BaSukkah""",,,
41090,"???? ?????","??? ????? ?????",72,"?''? ???? I ate or drank something in a sukkah and said ""Leisheiv BaSukkah""",,,
41080,"???? ?????","??? ????? ?????",19,"?''? ???? I davened hallel & mussof",,,
40087,"???? ?????","??? ????? ?????",10,"?''? ???? I davened hallel, mussof, Mincha and maariv",,,
40005,"???? ?????","??? ????? ?????",10,"?''? ???? I davened hallel, mussof,Mincha and maariv",,,
41270,"???? ?????","??? ????? ?????",54,"?''? ???? I davened mussof & mincha",,,
59404,"???? ?????","??? ????? ?????",18,"?''? ???? I davened my Shacharis (morning prayers) and hallel quota",,,
41252,"???? ?????","??? ????? ?????",36,"?''? ???? I davened my Shacharis and hallel quota",,,
41062,"???? ?????","??? ????? ?????",17,"?''? ???? I davened my Shacharis quota",,,
39987,"???? ?????","??? ????? ?????",16,"?''? ???? I davened my Shacharis quota that i daven in school",,,
39300,"???? ?????","??? ????? ?????",18,"?''? ???? I davened my Shacharis,hallel,mussof,mincha,and maariv quotas (with a minyan)",,,
59285,"???? ?????","??? ????? ?????",18,"?''? ???? I davened Shacharis (morning prayers)",,,
59144,"???? ?????","??? ????? ?????",72,"?''? ???? I dressed in Yom tov clothing, as befitting Chol Hamoed",,,
41067,"???? ?????","??? ????? ?????",54,"?''? ???? I learned for at least 10 minutes each day",,,
39305,"???? ?????","??? ????? ?????",18,"?''? ???? I learned for at least 15 minutes each day",,,
41519,"???? ?????","??? ????? ?????",47,"?''? ???? I participated in Simchas Beis Hashoeva",,,
41085,"???? ?????","??? ????? ?????",36,"?''? ???? I participated in Simchas Beis Hashoeva in a Tzniusdike way",,,
59306,"???? ?????","??? ????? ?????",18,"?''? ???? I participated in Simchas Beis Hashoeva or a sukkot party",,,
59425,"???? ?????","??? ????? ?????",18,"?''? ???? I participated in Simchas Beis Hashoeva or sukkot party",,,
59280,"???? ?????","??? ????? ?????",18,"?''? ???? I shook Lulov and esrog",,,
41057,"???? ?????","??? ????? ?????",108,"?''? ???? I shook Lulov and esrog before eating",,,
41657,"???? ?????","??? ????? ?????",7,"?''? ???? II participated in Simchas Beis Hashoeva",,,
41775,"???? ?????","??? ????? ?????",1,"?' ???? davened my Shacharis and hallel quota",,,
59297,"???? ?????","??? ????? ?????",36,"?' ???? I ate a holiday meal",,,
41076,"???? ?????","??? ????? ?????",90,"?' ???? I ate a seuda and had a re’viis of grape juice",,,
39319,"???? ?????","??? ????? ?????",18,"?' ???? I ate or drank everything in a sukkah and said “Leisheiv BaSukkah”",,,
59291,"???? ?????","??? ????? ?????",18,"?' ???? I ate or drank something in a sukkah",,,
59410,"???? ?????","??? ????? ?????",18,"?' ???? I ate or drank something in a sukkah and made the blessing of ""Leisheiv BaSukkah""",,,
41091,"???? ?????","??? ????? ?????",72,"?' ???? I ate or drank something in a sukkah and said ""Leisheiv BaSukkah""",,,
41081,"???? ?????","??? ????? ?????",20,"?' ???? I davened hallel & mussof",,,
40088,"???? ?????","??? ????? ?????",10,"?' ???? I davened hallel, mussof, Mincha and maariv",,,
40006,"???? ?????","??? ????? ?????",10,"?' ???? I davened hallel, mussof,Mincha and maariv",,,
41271,"???? ?????","??? ????? ?????",54,"?' ???? I davened mussof & mincha",,,
59405,"???? ?????","??? ????? ?????",18,"?' ???? I davened my Shacharis (morning prayers) and hallel quota",,,
41253,"???? ?????","??? ????? ?????",35,"?' ???? I davened my Shacharis and hallel quota",,,
41063,"???? ?????","??? ????? ?????",16,"?' ???? I davened my Shacharis quota",,,
39988,"???? ?????","??? ????? ?????",16,"?' ???? I davened my Shacharis quota that i daven in school",,,
39301,"???? ?????","??? ????? ?????",18,"?' ???? I davened my Shacharis,hallel,mussof,mincha,and maariv quotas (with a minyan)",,,
59286,"???? ?????","??? ????? ?????",18,"?' ???? I davened Shacharis (morning prayers)",,,
59145,"???? ?????","??? ????? ?????",72,"?' ???? I dressed in Yom tov clothing, as befitting Chol Hamoed",,,
41068,"???? ?????","??? ????? ?????",54,"?' ???? I learned for at least 10 minutes each day",,,
39306,"???? ?????","??? ????? ?????",18,"?' ???? I learned for at least 15 minutes each day",,,
41520,"???? ?????","??? ????? ?????",54,"?' ???? I participated in Simchas Beis Hashoeva",,,
41086,"???? ?????","??? ????? ?????",36,"?' ???? I participated in Simchas Beis Hashoeva in a Tzniusdike way",,,
59307,"???? ?????","??? ????? ?????",18,"?' ???? I participated in Simchas Beis Hashoeva or a sukkot party",,,
59426,"???? ?????","??? ????? ?????",18,"?' ???? I participated in Simchas Beis Hashoeva or sukkot party",,,
59281,"???? ?????","??? ????? ?????",18,"?' ???? I shook Lulov and esrog",,,
41058,"???? ?????","??? ????? ?????",108,"?' ???? I shook Lulov and esrog before eating",,,
42467,"???? ?????","??? ????? ?????",1,"?''? ???? “Klapped hosha’anos”",,,
41776,"???? ?????","??? ????? ?????",1,"?''? ???? davened my Shacharis and hallel quota",,,
